"DOC_CASE_NUMBER","SOURCEIDFULL","AGENCY","DOC_DTG","State","bigram","DOC_FORM_TYPE","DOC_OFFICE_LOCATION","COUNTRY","Unique_Cases"
59383,458085,"IRS",2016-11-01,"OK","lady middleton","","","",86
108886,126524,"FBI",2016-11-01,"NH","highly acceptable","","","",1
73976,104383,"DEA",2016-11-01,"OH",NA,"","","",NA
42006,206357,"USPIS",2016-11-01,"IN","combe magna","","","",12
75551,321171,"ICE",2016-11-01,"NH",NA,"","","",NA
72896,198266,"DEA",2016-11-01,"OK",NA,"","","",NA
14974,51891,"DOL",2016-11-01,"TX","hens forsaking","","","",1
14974,51891,"DOL",2016-11-01,"TX","looked grave","","","",7
23571,407093,"DOL",2016-11-01,"OR",NA,"","","",NA
149476,321525,"USSS",2016-11-01,"KY","presently added","","","",8
149476,321525,"USSS",2016-11-01,"KY","kingdom provided","","","",1
76940,424778,"ICE",2016-11-01,"MT","half arch","","","",1
12162,276226,"DEA",2016-11-01,"OR",NA,"","","",NA
44048,359253,"FBI",2016-11-01,"ME","deeply impressed","","","",1
95047,459152,"FBI",2016-11-01,"WI",NA,"","","",NA
43036,391982,"ICE",2016-11-01,"AZ",NA,"","","",NA
148037,163613,"IRS",2016-11-01,"MS",NA,"","","",NA
14643,324157,"USSS",2016-11-01,"CO",NA,"","","",NA
140463,197901,"DOL",2016-11-01,"AK","friendship voluntarily","","","",1
140463,197901,"DOL",2016-11-01,"AK","half whisper","","","",9
140463,197901,"DOL",2016-11-01,"AK","cried isabella","","","",3
63779,469619,"ICE",2016-11-01,"IL","captain marshall","","","",1
63779,469619,"ICE",2016-11-01,"IL","peculiarly belong","","","",1
53924,261014,"IRS",2016-11-01,"CA",NA,"","","",NA
55532,361920,"USSS",2016-11-01,"RI","intermission till","","","",1
55532,361920,"USSS",2016-11-01,"RI","easy kindness","","","",1
121248,41690,"DEA",2016-11-01,"CO",NA,"","","",NA
21677,261633,"USPIS",2016-11-01,"OR",NA,"","","",NA
43229,263919,"DEA",2016-11-01,"KS","ma'am replied","","","",5
43229,263919,"DEA",2016-11-01,"KS","miss crawford","","","",234
62097,475251,"DOL",2016-11-01,"MA",NA,"","","",NA
10615,41003,"DOL",2016-11-01,"MT","st james's","","","",6
10615,41003,"DOL",2016-11-01,"MT","miss crawford","","","",234
14100,344132,"USSS",2016-11-01,"PA",NA,"","","",NA
66425,169397,"FBI",2016-11-01,"CT","spoke convincing","","","",1
55571,386161,"DOL",2016-11-01,"KS","lively friendship","","","",1
55571,386161,"DOL",2016-11-01,"KS","exercise mine","","","",1
57787,35100,"DOL",2016-11-01,"ND",NA,"","","",NA
54647,274146,"ICE",2016-11-01,"ME","poor helpless","","","",2
3305,224855,"DOL",2016-11-01,"UT",NA,"","","",NA
95142,232670,"USPIS",2016-11-01,"NV","painful minutes","","","",1
66062,331063,"USPIS",2016-11-01,"MT","totally unlike","","","",4
66062,331063,"USPIS",2016-11-01,"MT","frank churchill","","","",142
129710,476271,"DOL",2016-11-01,"MS","anxiously renewing","","","",1
131409,213385,"DOL",2016-11-01,"AZ",NA,"","","",NA
39870,427554,"DEA",2016-11-01,"AL","unforeseen chance","","","",1
26940,151000,"USPIS",2016-11-01,"NE",NA,"","","",NA
62928,259976,"USPIS",2016-11-01,"MI","aunt's directions","","","",1
62928,259976,"USPIS",2016-11-01,"MI","thomas's return","","","",4
62928,259976,"USPIS",2016-11-01,"MI","cried emma","","","",28
143758,272426,"IRS",2016-11-01,"WI","weston calling","","","",1
15885,385028,"IRS",2016-11-01,"ME",NA,"","","",NA
123734,73094,"ICE",2016-11-01,"WI",NA,"","","",NA
90098,234325,"ATF",2016-11-01,"VT","influence begun","","","",1
90098,234325,"ATF",2016-11-01,"VT","agreeably surprised","","","",1
90098,234325,"ATF",2016-11-01,"VT","properly arranged","","","",1
146080,197943,"USPIS",2016-11-01,"RI",NA,"","","",NA
113795,215274,"ATF",2016-11-01,"MN","ah miss","","","",5
113795,215274,"ATF",2016-11-01,"MN","delightful beautiful","","","",2
113795,215274,"ATF",2016-11-01,"MN","real rational","","","",2
113795,215274,"ATF",2016-11-01,"MN","sister's account","","","",5
6767,144261,"USPIS",2016-11-01,"FL","ill humour","","","",14
6767,144261,"USPIS",2016-11-01,"FL","past declarations","","","",1
109565,189872,"ICE",2016-11-01,"TN",NA,"","","",NA
56178,105448,"ICE",2016-11-01,"ND","body's native","","","",2
56178,105448,"ICE",2016-11-01,"ND","moment's recollection","","","",7
71437,380880,"DEA",2016-11-01,"IN","fool preparation","","","",1
71437,380880,"DEA",2016-11-01,"IN","confusion suffered","","","",1
71437,380880,"DEA",2016-11-01,"IN","incessant attentions","","","",2
111820,103576,"FBI",2016-11-01,"CO","replied lucy","","","",6
111820,103576,"FBI",2016-11-01,"CO","blooming cheek","","","",1
13005,283519,"DOL",2016-11-01,"VA","dreadful duty","","","",2
13005,283519,"DOL",2016-11-01,"VA","mental superiority","","","",2
13005,283519,"DOL",2016-11-01,"VA","respectable family","","","",9
31091,284940,"DOL",2016-11-01,"ME",NA,"","","",NA
27577,351234,"ICE",2016-11-01,"UT","gardiner's house","","","",1
27577,351234,"ICE",2016-11-01,"UT","sister loved","","","",2
119537,373947,"ICE",2016-11-01,"NJ",NA,"","","",NA
45775,190129,"FBI",2016-11-01,"MO",NA,"","","",NA
85580,309935,"USSS",2016-11-01,"RI",NA,"","","",NA
21578,32601,"IRS",2016-11-01,"DE","lizzy continued","","","",1
134646,410584,"DEA",2016-11-01,"PA",NA,"","","",NA
12116,390565,"DEA",2016-11-01,"OH","consequence slightly","","","",1
12116,390565,"DEA",2016-11-01,"OH","happiest couple","","","",1
12116,390565,"DEA",2016-11-01,"OH","coming nearer","","","",1
40774,31259,"ICE",2016-11-01,"DE","agreeable girls","","","",3
69745,358533,"ICE",2016-11-01,"CA","intend leaving","","","",1
53477,259263,"ICE",2016-11-01,"SC","miserable creature","","","",1
53477,259263,"ICE",2016-11-01,"SC","require definition","","","",1
147239,91262,"DOL",2016-11-01,"CO","cold blooded","","","",2
128200,199121,"ICE",2016-11-01,"RI",NA,"","","",NA
18583,278156,"USSS",2016-11-01,"CA","eloquent answer","","","",1
38285,262988,"FBI",2016-11-01,"NY",NA,"","","",NA
1841,296371,"DEA",2016-11-01,"DE",NA,"","","",NA
141950,491014,"USSS",2016-11-01,"VA","lovers carry","","","",1
3483,142146,"USPIS",2016-11-01,"MO","wholly imputed","","","",1
101804,36260,"IRS",2016-11-01,"TX","dinner emma","","","",2
34547,104404,"ATF",2016-11-01,"CA","paused julia's","","","",1
34547,104404,"ATF",2016-11-01,"CA","poor girl","","","",10
138641,384402,"DEA",2016-11-01,"VA","eager assurance","","","",2
138641,384402,"DEA",2016-11-01,"VA","book written","","","",2
140794,205155,"ATF",2016-11-01,"CT","dreadfully mortifying","","","",1
59096,422107,"DOL",2016-11-01,"ID",NA,"","","",NA
64618,242139,"ICE",2016-11-01,"HI",NA,"","","",NA
60321,155450,"DEA",2016-11-01,"IL",NA,"","","",NA
87793,30249,"DEA",2016-11-01,"WA","sir thomas","","","",312
87793,30249,"DEA",2016-11-01,"WA","half guineas","","","",2
87793,30249,"DEA",2016-11-01,"WA","indifferent education","","","",2
87793,30249,"DEA",2016-11-01,"WA","ready lit","","","",2
149191,119731,"ATF",2016-11-01,"WY",NA,"","","",NA
22001,45560,"DEA",2016-11-01,"NJ",NA,"","","",NA
83155,442537,"ICE",2016-11-01,"NC",NA,"","","",NA
32897,123180,"USSS",2016-11-01,"WI",NA,"","","",NA
24449,28140,"USPIS",2016-11-01,"AR","elton's superiority","","","",2
24449,28140,"USPIS",2016-11-01,"AR","captain wentworth's","","","",29
94337,191680,"DEA",2016-11-01,"ME","friendless neglected","","","",1
30520,310388,"USSS",2016-11-01,"IL","sudden whirling","","","",1
80491,165336,"USSS",2016-11-01,"IN","cousin called","","","",1
80491,165336,"USSS",2016-11-01,"IN","john knightley","","","",64
80491,165336,"USSS",2016-11-01,"IN","agreeable manner","","","",4
140123,154988,"ATF",2016-11-01,"NV","brother's happiness","","","",1
39926,368845,"FBI",2016-11-01,"KY","largest share","","","",1
39926,368845,"FBI",2016-11-01,"KY","brother's engagement","","","",1
116201,38039,"DOL",2016-11-01,"SC","views william","","","",1
116201,38039,"DOL",2016-11-01,"SC","churchill's duty","","","",1
38420,71370,"ATF",2016-11-01,"IL",NA,"","","",NA
7239,254500,"ATF",2016-11-01,"LA","create jealousy","","","",1
7239,254500,"ATF",2016-11-01,"LA","farther scruples","","","",1
109592,232783,"DEA",2016-11-01,"NH","lucky guess","","","",3
109592,232783,"DEA",2016-11-01,"NH","people begin","","","",1
65621,267547,"USPIS",2016-11-01,"SD",NA,"","","",NA
3345,486293,"FBI",2016-11-01,"AZ",NA,"","","",NA
22354,371353,"ATF",2016-11-01,"MO",NA,"","","",NA
73319,362045,"USPIS",2016-11-01,"IA",NA,"","","",NA
41883,476511,"FBI",2016-11-01,"MO","quiet auditor","","","",1
41883,476511,"FBI",2016-11-01,"MO","miss crawford","","","",234
81079,289359,"ATF",2016-11-01,"NV","gentle selfishness","","","",1
67081,279663,"IRS",2016-11-01,"WY",NA,"","","",NA
3560,131222,"ATF",2016-11-01,"VT","perfectly comfortable","","","",6
3560,131222,"ATF",2016-11-01,"VT","lime walk","","","",2
104513,102741,"ATF",2016-11-01,"MO","separate bingley","","","",1
15054,298042,"ICE",2016-11-01,"ND",NA,"","","",NA
120317,490535,"USPIS",2016-11-01,"DE",NA,"","","",NA
94512,373105,"USPIS",2016-11-01,"WI",NA,"","","",NA
32270,264759,"USPIS",2016-11-01,"UT","kellynch hall","","","",30
32270,264759,"USPIS",2016-11-01,"UT","kellynch church","","","",2
38854,452894,"DOL",2016-11-01,"UT",NA,"","","",NA
96781,22072,"DEA",2016-11-01,"TN",NA,"","","",NA
140540,44700,"ATF",2016-11-01,"ME","friends hartfield","","","",1
114894,138582,"ATF",2016-11-01,"IN","frank churchill","","","",142
45915,478567,"ATF",2016-11-01,"ME","easily conceive","","","",1
77934,477777,"DEA",2016-11-01,"WV",NA,"","","",NA
87996,425249,"IRS",2016-11-01,"IA","nice comfortable","","","",2
23816,189537,"FBI",2016-11-01,"IN",NA,"","","",NA
89306,278105,"ATF",2016-11-01,"TX","inverted transposed","","","",2
3555,484883,"ATF",2016-11-01,"HI","common intercourse","","","",1
1129,486635,"DOL",2016-11-01,"ID","sparkling dark","","","",1
122251,120014,"IRS",2016-11-01,"MI","walked round","","","",1
122251,120014,"IRS",2016-11-01,"MI","idea jane","","","",1
122251,120014,"IRS",2016-11-01,"MI","future owner","","","",1
88571,368612,"ICE",2016-11-01,"MI","occasionally added","","","",1
123550,439668,"IRS",2016-11-01,"CT","human mind","","","",6
123550,439668,"IRS",2016-11-01,"CT","wife represented","","","",1
123550,439668,"IRS",2016-11-01,"CT","concert evening","","","",1
30780,464701,"ICE",2016-11-01,"VA",NA,"","","",NA
138290,416692,"USSS",2016-11-01,"ME",NA,"","","",NA
24536,476599,"ICE",2016-11-01,"FL",NA,"","","",NA
57558,67438,"USPIS",2016-11-01,"CO",NA,"","","",NA
86559,254725,"USPIS",2016-11-01,"CA","body willoughby","","","",1
23734,490978,"IRS",2016-11-01,"AR","morning visitor","","","",1
142145,329449,"USPIS",2016-11-01,"WY","satisfied charles","","","",1
89002,477053,"USPIS",2016-11-01,"PA",NA,"","","",NA
72083,499267,"USSS",2016-11-01,"IA","sake independence","","","",1
149988,437045,"USSS",2016-11-01,"NC","sister maria","","","",1
126246,312235,"USPIS",2016-11-01,"MT",NA,"","","",NA
3239,444586,"ICE",2016-11-01,"CA","afraid sir","","","",1
3239,444586,"ICE",2016-11-01,"CA","greatly agitated","","","",2
85243,304813,"FBI",2016-11-01,"MT","moved forward","","","",1
128310,111411,"USSS",2016-11-01,"AK",NA,"","","",NA
143785,281393,"DEA",2016-11-01,"VT","miss crawford's","","","",57
143785,281393,"DEA",2016-11-01,"VT","bright chestnuts","","","",1
135992,436343,"ATF",2016-11-01,"NY",NA,"","","",NA
119008,159910,"DOL",2016-11-01,"WA","brother officer's","","","",1
26885,434841,"IRS",2016-11-01,"CO","stepped quietly","","","",2
137697,414032,"ATF",2016-11-01,"NC","settled colonel","","","",1
137697,414032,"ATF",2016-11-01,"NC","heavy aggravation","","","",1
88389,84138,"DEA",2016-11-01,"VA",NA,"","","",NA
71058,250319,"IRS",2016-11-01,"IL","edmund's kindness","","","",2
27478,234872,"USPIS",2016-11-01,"NV","price's knave","","","",1
30123,332580,"ICE",2016-11-01,"TN","honesty rich","","","",2
30123,332580,"ICE",2016-11-01,"TN","steeper form","","","",2
91856,116645,"IRS",2016-11-01,"ME","happened emma","","","",1
91856,116645,"IRS",2016-11-01,"ME","persuadable harriet","","","",1
7013,254040,"ICE",2016-11-01,"AK",NA,"","","",NA
145921,61475,"USSS",2016-11-01,"MO",NA,"","","",NA
95249,95916,"USPIS",2016-11-01,"HI",NA,"","","",NA
87841,9056,"ICE",2016-11-01,"OR",NA,"","","",NA
96771,285255,"ATF",2016-11-01,"CO",NA,"","","",NA
30663,476875,"USSS",2016-11-02,"VT","favourite child","","","",5
30663,476875,"USSS",2016-11-02,"VT","miss crawford","","","",234
30663,476875,"USSS",2016-11-02,"VT","governess's account","","","",2
142537,43216,"ICE",2016-11-02,"SD",NA,"","","",NA
71887,6128,"DEA",2016-11-02,"MT","cousin charles","","","",6
15013,334611,"DOL",2016-11-02,"ND",NA,"","","",NA
25982,93381,"FBI",2016-11-02,"KS","respect improve","","","",1
25982,93381,"FBI",2016-11-02,"KS","chiefly consisted","","","",1
25982,93381,"FBI",2016-11-02,"KS","south east","","","",3
25982,93381,"FBI",2016-11-02,"KS","progress slow","","","",1
16778,38624,"FBI",2016-11-02,"MN","cold collation","","","",1
130251,118018,"USSS",2016-11-02,"IA","count cassel","","","",6
130251,118018,"USSS",2016-11-02,"IA","readily continued","","","",1
118881,80762,"ICE",2016-11-02,"TN","wentworth instantly","","","",1
128114,478264,"USSS",2016-11-02,"CA","colonel brandon","","","",118
82748,496792,"IRS",2016-11-02,"NE",NA,"","","",NA
141058,238674,"USPIS",2016-11-02,"NJ","song falls","","","",1
142712,53074,"IRS",2016-11-02,"NY","poor soul","","","",6
142712,53074,"IRS",2016-11-02,"NY","joy delighting","","","",1
115268,196761,"DOL",2016-11-02,"OH",NA,"","","",NA
58078,276849,"ATF",2016-11-02,"LA","equal indulgence","","","",1
91181,410208,"USSS",2016-11-02,"NH","press colonel","","","",2
91181,410208,"USSS",2016-11-02,"NH","fox chase","","","",2
91181,410208,"USSS",2016-11-02,"NH","low connexions","","","",4
91181,410208,"USSS",2016-11-02,"NH","heroism fortitude","","","",2
79280,388222,"USSS",2016-11-02,"ME","lady dalrymple","","","",25
52995,259442,"ATF",2016-11-02,"CT",NA,"","","",NA
149833,92706,"FBI",2016-11-02,"CA","mansfield wood","","","",3
24545,476984,"DOL",2016-11-02,"NH","likewise invariably","","","",1
24545,476984,"DOL",2016-11-02,"NH","extensive patronage","","","",1
133945,21966,"ATF",2016-11-02,"AL","affection incompatible","","","",1
133945,21966,"ATF",2016-11-02,"AL","miss woodhouse","","","",172
110970,464728,"DOL",2016-11-02,"NV","intolerably rude","","","",1
52852,416312,"FBI",2016-11-02,"AK",NA,"","","",NA
17225,229422,"IRS",2016-11-02,"KY","late expectations","","","",1
36333,229398,"DOL",2016-11-02,"DE","instantly seized","","","",3
107520,275039,"DOL",2016-11-02,"MO","isabella's marriage","","","",1
107520,275039,"DOL",2016-11-02,"MO","delicate raillery","","","",1
88146,445735,"FBI",2016-11-02,"IA",NA,"","","",NA
14090,327433,"USPIS",2016-11-02,"CT",NA,"","","",NA
96182,425307,"USPIS",2016-11-02,"PA","lady middleton","","","",86
96182,425307,"USPIS",2016-11-02,"PA","person elinor","","","",1
96182,425307,"USPIS",2016-11-02,"PA","gentility untainted","","","",1
63566,24114,"DOL",2016-11-02,"VT","selfish views","","","",1
63566,24114,"DOL",2016-11-02,"VT","miss woodhouse's","","","",13
64077,344459,"USPIS",2016-11-02,"CT","agreeable companion","","","",2
50704,143018,"ICE",2016-11-02,"AK","hated sitting","","","",1
82274,165302,"ATF",2016-11-02,"MN","comic tom","","","",2
82274,165302,"ATF",2016-11-02,"MN","toasted cheese","","","",2
111772,332000,"USSS",2016-11-02,"MI","miserably irksome","","","",2
111772,332000,"USSS",2016-11-02,"MI","approaching winter","","","",2
111772,332000,"USSS",2016-11-02,"MI","injuries recovered","","","",2
111772,332000,"USSS",2016-11-02,"MI","table leaning","","","",2
28161,294867,"USPIS",2016-11-02,"ME","rascally folly","","","",2
28161,294867,"USPIS",2016-11-02,"ME","dreadful broiling","","","",2
109185,391241,"DOL",2016-11-02,"WV",NA,"","","",NA
18487,168025,"IRS",2016-11-02,"MO","creation preserved","","","",1
18487,168025,"IRS",2016-11-02,"MO","innumerable capes","","","",1
117177,310993,"USSS",2016-11-02,"GA",NA,"","","",NA
81437,11791,"ATF",2016-11-02,"WV","feeling slighted","","","",1
81437,11791,"ATF",2016-11-02,"WV","henry crawford","","","",56
81437,11791,"ATF",2016-11-02,"WV","friend james","","","",1
10205,240592,"ATF",2016-11-02,"FL","dear tis","","","",1
44041,461827,"DEA",2016-11-02,"FL",NA,"","","",NA
50922,66654,"DEA",2016-11-02,"CA","clamorous kindness","","","",2
50922,66654,"DEA",2016-11-02,"CA","closely watched","","","",2
31152,238745,"ATF",2016-11-02,"SC","elizabeth admired","","","",1
31152,238745,"ATF",2016-11-02,"SC","crawford's marrying","","","",1
78123,399929,"ICE",2016-11-02,"OR","miss crawford","","","",234
78123,399929,"ICE",2016-11-02,"OR","rest altogether","","","",1
78123,399929,"ICE",2016-11-02,"OR","family connexions","","","",3
144788,317130,"DOL",2016-11-02,"VT","weston's temper","","","",1
2420,56691,"DOL",2016-11-02,"NV","catherine grew","","","",1
2420,56691,"DOL",2016-11-02,"NV","acute mind","","","",1
2420,56691,"DOL",2016-11-02,"NV","lady russell","","","",132
102245,235846,"DEA",2016-11-02,"CA","journey resolved","","","",1
110705,477048,"ATF",2016-11-02,"OR",NA,"","","",NA
68852,12050,"IRS",2016-11-02,"TN",NA,"","","",NA
140727,446058,"FBI",2016-11-02,"TN","mutual satisfaction","","","",2
49801,481400,"ATF",2016-11-02,"AL","elliot esq","","","",2
126647,480282,"ICE",2016-11-02,"OK","aunt norris","","","",23
108052,224735,"USSS",2016-11-02,"HI",NA,"","","",NA
57405,351534,"USPIS",2016-11-02,"MO","behaviour _before_","","","",1
13132,27216,"ATF",2016-11-02,"SD",NA,"","","",NA
67726,249208,"DEA",2016-11-02,"MD","fine weather","","","",4
71072,370319,"USPIS",2016-11-02,"SC","miss crawford","","","",234
71072,370319,"USPIS",2016-11-02,"SC","circumstance nay","","","",2
71072,370319,"USPIS",2016-11-02,"SC","unpleasant sensations","","","",2
69988,278312,"DOL",2016-11-02,"TN",NA,"","","",NA
67866,452365,"USSS",2016-11-02,"OK","wretches harriet","","","",1
6667,345176,"ICE",2016-11-02,"UT",NA,"","","",NA
38307,462223,"FBI",2016-11-02,"ND",NA,"","","",NA
137966,365579,"USSS",2016-11-02,"IN",NA,"","","",NA
81833,66607,"ICE",2016-11-02,"OR","patroness mingling","","","",1
81833,66607,"ICE",2016-11-02,"OR","choicest gift","","","",1
97097,160325,"FBI",2016-11-02,"RI","mere trifling","","","",1
36023,244103,"USSS",2016-11-02,"TX","low spirited","","","",2
36023,244103,"USSS",2016-11-02,"TX","pleasant manners","","","",3
36023,244103,"USSS",2016-11-02,"TX","real feeling","","","",5
36023,244103,"USSS",2016-11-02,"TX","miss woodhouse's","","","",13
41444,78766,"DOL",2016-11-02,"NE",NA,"","","",NA
104498,72205,"FBI",2016-11-02,"MO",NA,"","","",NA
56363,401692,"DEA",2016-11-02,"AR","mother loves","","","",2
54622,492775,"USSS",2016-11-02,"CT",NA,"","","",NA
134619,329535,"DOL",2016-11-02,"IA","rest satisfied","","","",1
134619,329535,"DOL",2016-11-02,"IA","lover's understanding","","","",1
68839,136529,"DEA",2016-11-02,"CO","confounded hurry","","","",2
68839,136529,"DEA",2016-11-02,"CO","fellow talk","","","",1
6216,439392,"USPIS",2016-11-02,"NE",NA,"","","",NA
149404,452799,"DOL",2016-11-02,"DE","eldest miss","","","",5
7211,66018,"ICE",2016-11-02,"ME","forget fanny","","","",1
4707,220736,"ICE",2016-11-02,"WI","brother's integrity","","","",1
4707,220736,"ICE",2016-11-02,"WI","mary live","","","",1
94021,21440,"USPIS",2016-11-02,"IL","female excellence","","","",3
17716,43414,"USSS",2016-11-02,"NE",NA,"","","",NA
133657,236372,"ATF",2016-11-02,"WA","cried lucy","","","",7
113272,29308,"FBI",2016-11-02,"MD","handsome stone","","","",1
96589,282239,"DOL",2016-11-02,"ND",NA,"","","",NA
95682,57014,"IRS",2016-11-02,"AR","marble gilding","","","",2
95682,57014,"IRS",2016-11-02,"AR","disagreement henry","","","",2
72028,121126,"USPIS",2016-11-02,"CT","marianne continued","","","",3
72028,121126,"USPIS",2016-11-02,"CT","spoon jane","","","",1
138860,81417,"IRS",2016-11-02,"IN","crawford's business","","","",1
47221,289968,"DOL",2016-11-02,"TX","entire deficiency","","","",1
101270,67925,"USSS",2016-11-02,"IA","one's view","","","",1
84510,229071,"ATF",2016-11-02,"AZ","desponding attachment","","","",1
149551,480489,"DOL",2016-11-02,"MN","darcy's sister","","","",1
39106,30865,"USSS",2016-11-02,"NV","cutting roses","","","",2
39106,30865,"USSS",2016-11-02,"NV","exercise november","","","",1
129982,440302,"DEA",2016-11-02,"ID","miss dashwoods","","","",23
129982,440302,"DEA",2016-11-02,"ID","wedding visit","","","",1
129982,440302,"DEA",2016-11-02,"ID","happened matches","","","",1
129982,440302,"DEA",2016-11-02,"ID","daily reach","","","",2
69843,28427,"USPIS",2016-11-02,"WY","imagine willoughby","","","",2
69843,28427,"USPIS",2016-11-02,"WY","late autumn","","","",2
69843,28427,"USPIS",2016-11-02,"WY","supposed inmate","","","",2
69843,28427,"USPIS",2016-11-02,"WY","knightley presently","","","",4
69843,28427,"USPIS",2016-11-02,"WY","miss morland's","","","",9
149883,491428,"ATF",2016-11-02,"ID","length forcing","","","",1
149883,491428,"ATF",2016-11-02,"ID","common subjects","","","",2
149883,491428,"ATF",2016-11-02,"ID","ceaseless slam","","","",1
101268,285014,"ATF",2016-11-02,"MI","lady elliott","","","",3
101268,285014,"ATF",2016-11-02,"MI","person dr","","","",1
101268,285014,"ATF",2016-11-02,"MI","dear miss","","","",57
136624,166672,"IRS",2016-11-02,"RI",NA,"","","",NA
144214,108610,"DEA",2016-11-02,"NH",NA,"","","",NA
77023,222647,"FBI",2016-11-02,"ME",NA,"","","",NA
121450,124170,"USSS",2016-11-02,"IL",NA,"","","",NA
3063,52148,"ATF",2016-11-02,"TX",NA,"","","",NA
11680,184186,"FBI",2016-11-02,"NC",NA,"","","",NA
23527,359030,"ATF",2016-11-02,"NH","miss darcy","","","",38
11866,139941,"ATF",2016-11-02,"NH",NA,"","","",NA
92741,58455,"USSS",2016-11-02,"NV","daughter married","","","",3
31435,119534,"IRS",2016-11-02,"NM","lovers vows","","","",12
145714,387173,"USPIS",2016-11-02,"OH",NA,"","","",NA
10645,50549,"FBI",2016-11-02,"LA",NA,"","","",NA
98858,283313,"DOL",2016-11-02,"TX",NA,"","","",NA
144942,254276,"IRS",2016-11-02,"ID","isabella thorpe","","","",2
106849,26889,"USSS",2016-11-02,"AZ",NA,"","","",NA
148342,208244,"USSS",2016-11-02,"OR","natural taste","","","",7
148342,208244,"USSS",2016-11-02,"OR","miss woodhouse","","","",172
116329,46435,"USSS",2016-11-02,"IA",NA,"","","",NA
90015,114898,"IRS",2016-11-02,"OK","chapter 60","","","",1
73430,468239,"USSS",2016-11-02,"NM","body talks","","","",2
52854,367120,"USSS",2016-11-02,"NH",NA,"","","",NA
42990,432799,"USPIS",2016-11-02,"AL","miss bates","","","",113
105455,468364,"ICE",2016-11-02,"MA","real character","","","",8
11287,414288,"FBI",2016-11-02,"NV","sister's insensibility","","","",1
11287,414288,"FBI",2016-11-02,"NV","house sir","","","",2
103129,254507,"USSS",2016-11-02,"LA","unfortunate girl","","","",3
103129,254507,"USSS",2016-11-02,"LA","donwell road","","","",1
71758,4151,"DOL",2016-11-02,"KS",NA,"","","",NA
30284,427528,"ICE",2016-11-02,"GA",NA,"","","",NA
128316,81538,"DOL",2016-11-02,"PA","dear papa","","","",5
106443,53195,"DOL",2016-11-02,"VT","pretty behaved","","","",3
106443,53195,"DOL",2016-11-02,"VT","friends imaginations","","","",1
83158,17531,"IRS",2016-11-02,"LA","usual price","","","",1
83158,17531,"IRS",2016-11-02,"LA","ease modern","","","",1
110319,401192,"USSS",2016-11-02,"CO",NA,"","","",NA
87051,215629,"FBI",2016-11-02,"AR","aunt's intelligence","","","",2
3610,190097,"FBI",2016-11-02,"KY","miles round","","","",4
3610,190097,"FBI",2016-11-02,"KY","heart constant","","","",1
107776,433405,"DOL",2016-11-02,"MA","poor aunt","","","",4
107776,433405,"DOL",2016-11-02,"MA","sufficiently recovered","","","",4
107776,433405,"DOL",2016-11-02,"MA","quickly decided","","","",2
21917,269600,"USSS",2016-11-02,"MD","showery october","","","",1
94833,353674,"FBI",2016-11-02,"MS","twenty families","","","",1
92658,92851,"DEA",2016-11-02,"NY","fair chance","","","",1
72973,371455,"USPIS",2016-11-02,"AR",NA,"","","",NA
88452,161899,"ICE",2016-11-02,"CA",NA,"","","",NA
33530,288751,"USSS",2016-11-02,"MA","spirits sinking","","","",1
137222,162741,"IRS",2016-11-02,"KS","family approved","","","",1
17933,200737,"ATF",2016-11-02,"NY",NA,"","","",NA
63335,195827,"DEA",2016-11-02,"OH","wondering visitors","","","",1
63335,195827,"DEA",2016-11-02,"OH","means satisfy","","","",1
63335,195827,"DEA",2016-11-02,"OH","lady catherine","","","",109
63335,195827,"DEA",2016-11-02,"OH","scarcely regretted","","","",1
48509,252754,"IRS",2016-11-02,"OK","highly reprehensible","","","",1
48509,252754,"IRS",2016-11-02,"OK","regular connected","","","",1
788,433668,"ATF",2016-11-02,"IL",NA,"","","",NA
72965,283310,"FBI",2016-11-02,"CT","colonel brandon's","","","",27
72965,283310,"FBI",2016-11-02,"CT","_is_ edmund","","","",NA
44888,384174,"ICE",2016-11-02,"LA",NA,"","","",NA
33126,171385,"IRS",2016-11-02,"OH",NA,"","","",NA
128539,412132,"USPIS",2016-11-02,"KS","colicky gout","","","",2
52388,158159,"DOL",2016-11-02,"RI","equally visible","","","",1
18372,259330,"IRS",2016-11-02,"OH",NA,"","","",NA
77225,285061,"ICE",2016-11-02,"OR","longbourn party","","","",1
77225,285061,"ICE",2016-11-02,"OR","soul cried","","","",3
77763,469109,"USPIS",2016-11-02,"KS",NA,"","","",NA
18759,47973,"DOL",2016-11-02,"MN","contrary wind","","","",2
33603,235244,"FBI",2016-11-02,"MI","smooth gruel","","","",4
33603,235244,"FBI",2016-11-02,"MI","catherine perceived","","","",2
110291,175792,"USPIS",2016-11-02,"WA","curricle drivers","","","",1
130942,412442,"USSS",2016-11-02,"UT","marked features","","","",1
58268,238893,"ATF",2016-11-02,"MS","peculiarly delighted","","","",1
58268,238893,"ATF",2016-11-02,"MS","frank churchill","","","",142
55524,30964,"USSS",2016-11-02,"MI","body feels","","","",1
76696,276898,"ATF",2016-11-02,"UT",NA,"","","",NA
399,216748,"ATF",2016-11-02,"OK","leave mama","","","",1
399,216748,"ATF",2016-11-02,"OK","lansdown crescent","","","",1
24501,285168,"ICE",2016-11-02,"AZ",NA,"","","",NA
58227,386200,"ATF",2016-11-02,"CT",NA,"","","",NA
84177,498967,"USSS",2016-11-02,"MI","delightfully prove","","","",2
